Species_Code,Common_Name,Scientific_Name,Date,Bird_Count,lat,lng,subId,Notable_Normal,Year,Month,Day,Family_Name,Notable
limpki,Limpkin,Aramus guarauna,2021-07-13 16:57,1.0,28.1749093,-82.4546671,S91721559,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 16:35,1.0,33.65301229999999,-79.0548277,S91710197,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 14:47,1.0,28.9840034,-81.2301268,S91707679,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 12:53,2.0,26.462903000000004,-81.673654,S91720048,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 11:51,2.0,28.429689,-81.482864,S91700144,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 10:52,1.0,28.244190000000003,-82.71921999999999,S91695403,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 09:45,1.0,28.802957,-81.872026,S92019720,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 09:15,1.0,42.4470887,-88.1812806,S91704934,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 09:11,1.0,42.446527,-88.181893,S91696581,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 08:27,2.0,27.98938,-81.178721,S91697770,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 07:18,1.0,27.501686199999998,-82.48708959999999,S91689966,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 06:54,1.0,28.942476,-81.34181720000001,S91709355,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 06:34,1.0,26.666872700000003,-80.45746209999999,S91687126,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-13 06:05,1.0,29.720413,-81.94462299999999,S91738137,1,2021,7,13,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 20:04,1.0,27.959566499999998,-82.7829212,S91674718,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 19:40,3.0,26.098675,-80.270325,S91861396,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 17:47,1.0,26.933394399999997,-80.17516359999999,S91758260,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 15:22,1.0,26.462952,-81.67365699999999,S91673926,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 15:12,1.0,42.4549749,-88.1733153,S91674736,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 14:30,1.0,26.995414,-81.0675573,S91685999,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 14:20,1.0,42.446501,-88.181813,S91664979,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 09:09,6.0,32.957264,-80.018683,S91644674,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 08:28,3.0,27.3049011,-80.8290339,S91644547,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 07:56,1.0,28.349355900000003,-81.35647409999999,S91641638,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 07:00,1.0,26.837550699999998,-80.14251709999999,S91643112,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-12 06:47,1.0,26.573469,-81.84060799999999,S91642284,1,2021,7,12,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 17:46,3.0,28.737710399999997,-81.2400126,S91626954,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 16:24,1.0,27.776132,-80.496778,S91616048,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 13:31,1.0,42.4415744,-88.1619787,S91617534,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 13:10,1.0,26.463057,-81.673804,S91628536,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 10:34,1.0,26.375455,-81.60449,S91607878,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 10:26,3.0,26.816629,-80.086924,S91592386,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 10:05,1.0,27.838557,-82.208341,S91594300,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 09:04,2.0,26.010925,-81.622139,S91586186,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 08:48,6.0,28.0375919,-81.9539738,S91588503,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 08:38,1.0,27.680760999999997,-80.828108,S91601585,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 08:28,4.0,28.089284000000003,-82.701945,S91619980,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 08:13,1.0,26.1073443,-80.2566402,S91589539,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 07:45,1.0,27.129195199999998,-82.3337746,S91598157,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 06:55,2.0,27.263435700000002,-80.28771040000001,S91588692,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 06:30,1.0,28.7815,-81.3692,S91581722,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 06:27,3.0,27.318339,-82.437342,S91608151,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-11 06:26,1.0,25.6923384,-80.4361171,S91581034,1,2021,7,11,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 20:39,1.0,27.6786636,-81.2943649,S91597956,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 18:19,1.0,27.965471,-82.52223199999999,S91563169,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 17:00,1.0,28.4993957,-81.42413020000001,S91559122,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 16:05,1.0,26.828833000000003,-80.104117,S91554354,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 15:24,1.0,27.776315999999998,-80.49693,S91555963,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 14:15,3.0,27.8526028,-81.3664616,S91580612,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 13:52,1.0,28.255021999999997,-80.703228,S91549981,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 10:33,1.0,26.728485,-80.068694,S91533267,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 10:16,1.0,26.81649,-80.08743,S91531736,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 10:12,1.0,27.685446399999996,-80.4073988,S91532015,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 10:06,1.0,27.302061,-82.254776,S91530820,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 09:26,1.0,27.793781,-81.15965600000001,S91528035,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 09:00,1.0,27.6788275,-80.3980395,S91541498,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 08:45,3.0,26.816587,-80.087559,S91529759,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 08:07,1.0,27.908485,-81.841313,S91525675,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 07:15,1.0,27.334,-82.4433,S91569861,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 07:06,1.0,28.674323100000002,-81.3268733,S91529193,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 07:00,1.0,28.089221000000002,-82.701502,S91574532,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 06:52,2.0,29.366852,-95.622499,S91533644,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 06:46,1.0,28.6433213,-81.3952053,S91534618,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 06:19,1.0,26.4794212,-80.6566988,S91522061,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-10 06:17,1.0,27.318315000000002,-82.437202,S91538597,1,2021,7,10,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 18:44,1.0,27.274209000000003,-80.439135,S91564624,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 16:57,2.0,26.463025,-81.673693,S91513153,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 11:22,1.0,27.923218900000002,-82.16976559999999,S91497762,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 10:49,1.0,26.019833,-81.631183,S91482382,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 09:42,1.0,28.800228000000004,-81.726244,S91680519,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 09:25,1.0,28.421073,-81.426135,S91478422,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 08:40,1.0,26.773047,-80.1249647,S91491075,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 08:39,2.0,26.528140000000004,-81.876026,S91481713,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 08:00,2.0,26.113449,-80.24087,S91518459,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 07:40,1.0,28.218424199999998,-82.6351261,S91481757,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 07:40,1.0,27.363230199999997,-82.4475861,S91487256,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-09 06:15,1.0,26.499362400000003,-80.9473515,S91507585,1,2021,7,9,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 19:21,1.0,28.658714,-81.18745009999999,S91460406,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 18:45,1.0,28.348130800000003,-81.4000249,S91458956,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 11:19,1.0,26.462943,-81.673629,S91449115,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 09:55,1.0,27.6631045,-80.6442779,S91438901,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 09:10,1.0,28.6743702,-81.6920882,S91441926,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 08:16,3.0,26.697796999999998,-80.1661,S91431612,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 08:02,1.0,27.776166999999997,-80.496821,S91433667,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 07:36,2.0,26.138269,-80.334412,S91461268,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 06:52,1.0,28.2610772,-81.2955704,S91434634,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-08 06:16,2.0,27.154541100000003,-81.19777049999999,S91858611,1,2021,7,8,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 17:30,1.0,28.748396600000003,-81.7733002,S91416066,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 16:55,1.0,29.4274,-82.2076,S91534730,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 11:54,1.0,26.462952,-81.673633,S91419558,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 10:36,2.0,28.81237,-81.26006,S91393195,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 09:56,1.0,27.419200099999998,-82.4490747,S91389847,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 07:35,7.0,32.9573531,-80.0188213,S91388934,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-07 07:27,3.0,26.9828005,-81.09446559999999,S91444474,1,2021,7,7,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 16:30,3.0,28.8468163,-81.95191379999999,S91364637,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 16:30,2.0,27.300707199999998,-80.2798801,S91387708,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 12:25,4.0,26.761927000000004,-80.923144,S91352727,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 11:06,1.0,28.428897499999998,-81.3048541,S91351179,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 08:53,1.0,28.807752899999997,-81.13169429999999,S91343985,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 08:19,1.0,28.021030100000004,-82.38775940000001,S91341947,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-06 07:30,1.0,26.504441399999997,-81.9173873,S91354798,1,2021,7,6,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 19:45,1.0,28.5208734,-81.23043840000001,S91326773,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 15:57,1.0,27.519506,-82.547258,S91313966,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 13:33,1.0,28.1966675,-81.2950904,S91312191,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 12:01,1.0,29.6099701,-82.3082158,S91302056,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 10:44,2.0,26.808048100000004,-80.169875,S91291990,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 10:07,1.0,28.983029499999997,-81.2279804,S91342182,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 09:43,1.0,29.000040999999996,-81.965048,S91297352,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 09:30,4.0,27.1955353,-80.83120109999999,S91284993,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 08:46,1.0,30.471896100000002,-84.2599208,S91281240,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 08:30,2.0,28.003798699999997,-81.6824913,S91446322,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-05 07:28,1.0,28.066399,-82.355827,S91649375,1,2021,7,5,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 20:39,3.0,28.258981,-81.28184300000001,S91267700,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 19:40,4.0,28.4657352,-81.5138623,S91331239,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 17:44,2.0,28.842204,-82.020597,S91257543,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 17:30,1.0,28.968949900000002,-81.3544464,S91388430,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 17:27,1.0,25.760766,-80.481689,S91254687,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 16:57,1.0,25.693986499999998,-80.3280576,S91270900,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 15:59,1.0,27.776183000000003,-80.49682,S91249361,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 15:46,1.0,26.9111,-82.267698,S91248459,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 14:20,1.0,27.870511800000003,-82.6551676,S91250670,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 13:43,9.0,27.1203755,-80.67172099999999,S91308427,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 13:33,1.0,28.318267699999996,-81.457397,S91247176,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 12:19,7.0,28.228315000000002,-80.759915,S91269598,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 10:45,1.0,28.8320005,-81.6689086,S91228851,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 10:23,4.0,28.230063,-80.767107,S91228303,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 08:30,2.0,26.479444800000003,-80.6568276,S92014339,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 07:53,1.0,27.713033199999998,-82.6875043,S91318401,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 07:00,1.0,27.9094658,-82.787323,S91244804,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-04 06:26,1.0,26.306741,-80.91954100000001,S91229659,1,2021,7,4,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 19:49,5.0,28.093344000000002,-82.707504,S91203336,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 19:40,1.0,28.346622999999997,-81.60552750000001,S91200847,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 19:15,1.0,27.9281914,-82.30776999999999,S91245679,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 17:25,1.0,30.0793033,-81.61340799999999,S91193311,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 16:41,2.0,28.259187,-81.280941,S91194189,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 14:46,1.0,26.9332425,-82.03884959999999,S91195231,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 12:46,1.0,27.789489,-81.15038,S91176852,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 10:21,2.0,28.796363,-81.735602,S91167409,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 10:00,1.0,26.97614,-82.09061,S91878109,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 09:30,1.0,26.1872961,-81.7629328,S91179102,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 09:15,2.0,27.998190700000002,-81.67116170000001,S91444945,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 08:41,2.0,26.508084999999998,-81.965296,S91169970,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 08:18,1.0,26.667143699999997,-80.1680195,S91163493,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-03 07:40,1.0,26.3893478,-81.8113671,S91162578,1,2021,7,3,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-02 18:10,1.0,26.346010999999997,-80.2434878,S91138721,1,2021,7,2,Aramidae,No
limpki,Limpkin,Aramus guarauna,2021-07-02 18:08,1.0,26.0388949,-81.7000239,S91137587,1,2021,7,2,Aramidae,No
